,nominees,details,imdb_urls,award_show,year,award,winner,ref_year
3,Hot in Cleveland,"Valerie Bertinelli, Jane Leeves, Wendie Malick, Betty White",https://www.imdb.com//title/tt1583607/?ref_=ev_nom,SAG,2011,Outstanding Performance by an Ensemble in a Comedy Series,0,10
4,The Office,"Leslie David Baker, Brian Baumgartner, Creed Bratton, Steve Carell, Jenna Fischer, Kate Flannery, Ed Helms, Mindy Kaling, Ellie Kemper, Angela Kinsey, John Krasinski, Paul Lieberstein, B.J. Novak, Oscar Nuñez, Craig Robinson, Phyllis Smith, Rainn Wilson, Zach Woods",https://www.imdb.com//title/tt0386676/?ref_=ev_nom,SAG,2011,Outstanding Performance by an Ensemble in a Comedy Series,0,10
0,Boardwalk Empire,"Greg Antonacci, Steve Buscemi, Dabney Coleman, Paz de la Huerta, Stephen Graham, Anthony Laciura, Kelly Macdonald, Gretchen Mol, Aleksa Palladino, Vincent Piazza, Michael Pitt, Michael Shannon, Paul Sparks, Michael Stuhlbarg, Erik Weiner, Shea Whigham, Chase Coleman",https://www.imdb.com//title/tt0979432/?ref_=ev_nom,SAG,2011,Outstanding Performance by an Ensemble in a Drama Series,1,10
1,Dexter,"Jennifer Carpenter, April L. Hernandez, Michael C. Hall, Desmond Harrington, Maria Doyle Kennedy, C.S. Lee, Jonny Lee Miller, James Remar, Julia Stiles, Luna Lauren Velez, Peter Weller, David Zayas",https://www.imdb.com//title/tt0773262/?ref_=ev_nom,SAG,2011,Outstanding Performance by an Ensemble in a Drama Series,0,10
2,Mad Men,"Cara Buono, Jon Hamm, Jared Harris, Christina Hendricks, January Jones, Vincent Kartheiser, Matt Long, Robert Morse, Elisabeth Moss, Jessica Paré, Kiernan Shipka, John Slattery, Rich Sommer, Christopher Stanley, Aaron Staton",https://www.imdb.com//title/tt0804503/?ref_=ev_nom,SAG,2011,Outstanding Performance by an Ensemble in a Drama Series,0,10
3,The Closer,"G.W. Bailey, Michael Paul Chan, Raymond Cruz, Jonathan Del Arco, Tony Denison, Robert Gossett, Phillip P. Keene, Corey Reynolds, Kyra Sedgwick, J.K. Simmons, Jon Tenney",https://www.imdb.com//title/tt0458253/?ref_=ev_nom,SAG,2011,Outstanding Performance by an Ensemble in a Drama Series,0,10
4,The Good Wife,"Christine Baranski, Josh Charles, Alan Cumming, Matt Czuchry, Julianna Margulies, Chris Noth, Archie Panjabi, Graham Phillips, Makenzie Vega",https://www.imdb.com//title/tt1442462/?ref_=ev_nom,SAG,2011,Outstanding Performance by an Ensemble in a Drama Series,0,10
0,Alec Baldwin,30 Rock,https://www.imdb.com//name/nm0000285/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Comedy Series,1,10
1,Chris Colfer,Glee,https://www.imdb.com//name/nm3182094/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Comedy Series,0,10
2,Ed O'Neill,Modern Family,https://www.imdb.com//name/nm0642145/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Comedy Series,0,10
3,Steve Carell,The Office,https://www.imdb.com//name/nm0136797/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Comedy Series,0,10
4,Ty Burrell,Modern Family,https://www.imdb.com//name/nm0123092/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Comedy Series,0,10
0,Betty White,Hot in Cleveland,https://www.imdb.com//name/nm0924508/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Comedy Series,1,10
1,Edie Falco,Nurse Jackie,https://www.imdb.com//name/nm0004908/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Comedy Series,0,10
2,Jane Lynch,Glee,https://www.imdb.com//name/nm0528331/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Comedy Series,0,10
3,Sofía Vergara,Modern Family,https://www.imdb.com//name/nm0005527/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Comedy Series,0,10
4,Tina Fey,30 Rock,https://www.imdb.com//name/nm0275486/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Comedy Series,0,10
0,Steve Buscemi,Boardwalk Empire,https://www.imdb.com//name/nm0000114/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Drama Series,1,10
1,Bryan Cranston,Breaking Bad,https://www.imdb.com//name/nm0186505/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Drama Series,0,10
2,Hugh Laurie,House,https://www.imdb.com//name/nm0491402/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Drama Series,0,10
3,Jon Hamm,Mad Men,https://www.imdb.com//name/nm0358316/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Drama Series,0,10
4,Michael C. Hall,Dexter,https://www.imdb.com//name/nm0355910/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Drama Series,0,10
0,Julianna Margulies,The Good Wife,https://www.imdb.com//name/nm0000523/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Drama Series,1,10
1,Elisabeth Moss,Mad Men,https://www.imdb.com//name/nm0005253/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Drama Series,0,10
2,Glenn Close,Damages,https://www.imdb.com//name/nm0000335/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Drama Series,0,10
3,Kyra Sedgwick,The Closer,https://www.imdb.com//name/nm0001718/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Drama Series,0,10
4,Mariska Hargitay,Law & Order: Special Victims Unit,https://www.imdb.com//name/nm0002127/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Drama Series,0,10
0,Al Pacino,You Don't Know Jack,https://www.imdb.com//name/nm0000199/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,1,10
1,Dennis Quaid,The Special Relationship,https://www.imdb.com//name/nm0000598/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,0,10
2,Edgar Ramírez,Carlos,https://www.imdb.com//name/nm1183149/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,0,10
3,John Goodman,You Don't Know Jack,https://www.imdb.com//name/nm0000422/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,0,10
4,Patrick Stewart,Macbeth,https://www.imdb.com//name/nm0001772/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Male Actor in a Television Movie or Miniseries,0,10
0,Claire Danes,Temple Grandin,https://www.imdb.com//name/nm0000132/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,1,10
1,Catherine O'Hara,Temple Grandin,https://www.imdb.com//name/nm0001573/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,0,10
2,Julia Ormond,Temple Grandin,https://www.imdb.com//name/nm0000566/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,0,10
3,Susan Sarandon,You Don't Know Jack,https://www.imdb.com//name/nm0000215/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,0,10
4,Winona Ryder,When Love Is Not Enough: The Lois Wilson Story,https://www.imdb.com//name/nm0000213/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Female Actor in a Television Movie or Miniseries,0,10
0,Inception,"Danny Le Boyer, Andy Bradshaw, Richard Bucher, Allison Caetano, Bruce Cain, Tom Cohan, Eliza Coleman, George Cottle, Steve DeCastro, Jacob Dewitt, Wade Eastwood, Rick English, Roel Failma, Mark Fichera, Marie Fink, Steve Griffin, Bobby Holland Hanton, Adam Hart, Logan Holladay, Sy Hollands, Gary Hoptrough, Jason Hunjan, Stephen Izzi, Terry Jackson, Ruth Jenkins, Luke Kearney, Jess King, Nito Larioza, Maurice Lee, Terry Leonard, James Lew, Michael Li, Diana R. Lupo, Rick Miller, Lin Oeding, Monte Rex Perlin, Norb Phillips, Andy Pilgrim, Mark Rayner, Rex Reddick, Simon Rhee, Tracey Ruggiero, Brandon Sebek, Diz Sharpe, Gunter Simon, Paul Sklar, Marvin Campbell, John Street, Tom Struthers, Melissa R. Stubbs, Mens-Sana Tamakloe, Philip Tan, Marlow Warrington-Mattei, Chrissy Weathersby Ball, Jim Wilkey, Brent Woolsey, Harry Wowchuk, Richard Wu, Ryan Young",https://www.imdb.com//title/tt1375666/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Stunt Ensemble in a Motion Picture,1,10
1,Green Zone,"Faycal Attougui, Mohamed Attougui, Fouad Ait Belarbi, Gary Connery, Youssef El Hibaqui, Noureddine Hajoujou, Othman Ilyassa, Philippe Losson, Cedric Proust, Markos Rounthwaite, Khalid Tarhoul, Rachid Touki, Mustapha Touki",https://www.imdb.com//title/tt0947810/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Stunt Ensemble in a Motion Picture,0,10
2,Robin Hood,"Lucy Allen, Carlo Antonioni, Lloyd Bass, Richard Bradshaw, Andy Butcher, Michael Byrch, Bruce Cain, Nick Chopping, Tony Christian, Stuart Clark, Jonathan Cohen, Gabe Cronnelly, Graeme Crowther, Matt Da Silva, Ray De-Haan, Kelly Dent, John Dent, Steve Dent, Valter Di Francesco, Ben Dimmock, Levan Doran, Jamie Edgell, James Embree, Bradley Farmer, Sarah Franzl, Stuart Frift, Vladimir 'Furdo' Furdik, Pedro García García, David Garrick, Álvaro Quiroga, Frank Henson, Dave Holland, Paul Howell, Peter Hric, Rob Hunt, Rob Inch, Rowley Irlam, Roman Jankovic, Filip Kadlec, Ian Kay, Vincent Keane, Cristian Knight, Ales Kosnar, Robert Krejcik, Mike Lambert, Stephanie Lelievre, Paul Lowe, Tony Lucken, Chris Manger, Kai Martin, Peter Miles, Lee Millham, Rory Mulroe, Daniel Naprous, David Newton, Ray Nicholas, Brian Nickels, James O'Donnell, Bean Peel, Martin Pemberton, Andy Pilgrim, Dominic Preece, Adam Richards, Curtis Rivers, José Antonio Oña Sánchez, Stanislav Satko, Marcus Shakesheff, Tony Smart, C.C. Smiff, Helen Steinway Bailey, Matthew Stirling, Ryan Stuart, Roy Taylor, Arran Topham, Marek Toth, Andy Wareham, Reg Wayment, Bill Weston, Maxine Whittaker, Martin Wilde, Leonard Woodcock, Ben Wright, Eugenio Alonso Yenes, Steen Young",https://www.imdb.com//title/tt0955308/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Stunt Ensemble in a Motion Picture,0,10
0,True Blood,"Nick Brandon, Charlie Brewer, Kevin Derr, Crystal Michelle, Michael Gaines, Jack Gill, Jason Gray, Oliver Keller, Mike Massa, Heidi Pascoe, Ben Scott, Matthew Taylor, Mark Aaron Wagner",https://www.imdb.com//title/tt0844441/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Stunt Ensemble in a Television Series,1,10
1,Burn Notice,"Don Abbatiello, Kevin Ball, Chick Bernhard, Juan Bofill, Jessika Brodosi, Henry Gilbert, Dean Grimes, Erika Grimes, Juan Hernandez, Cort Hessler, Amy Jordan, Artie Malesci, Christopher Parker, Kiana Politis, Dave Pope, Bill Powers, William Scharpf",https://www.imdb.com//title/tt0810788/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Stunt Ensemble in a Television Series,0,10
2,CSI: NY,"Craig Baxley Jr., Jeffrey J. Dashnaw, Tracy Keehn-Dashnaw, Logan Holladay, Norman Howell, Kanin Howell, Deja Howell, Tim Mikulecky, Pat Romano, Jim Sharp, Erik Stabenau, Matthew Taylor, Sean Taylor",https://www.imdb.com//title/tt0395843/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Stunt Ensemble in a Television Series,0,10
3,Dexter,"Wally Crowder, Shawn Crowder, Deborah L. Mazor, David St. Pierre, Matthew Taylor",https://www.imdb.com//title/tt0773262/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Stunt Ensemble in a Television Series,0,10
4,Southland,"Jeffrey G. Barnett, Kevin Derr, Cort Hessler, Peewee Piemonte",https://www.imdb.com//title/tt1299368/?ref_=ev_nom,SAG,2011,Outstanding Performance by a Stunt Ensemble in a Television Series,0,10
0,Inglourious Basterds,"Daniel Brühl, August Diehl, Julie Dreyfus, Michael Fassbender, Sylvester Groth, Jacky Ido, Diane Kruger, Mélanie Laurent, Denis Ménochet, Mike Myers, Brad Pitt, Eli Roth, Til Schweiger, Rod Taylor, Christoph Waltz, Martin Wuttke",https://www.imdb.com//title/tt0361748/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Cast in a Motion Picture,1,11
1,An Education,"Dominic Cooper, Alfred Molina, Carey Mulligan, Rosamund Pike, Peter Sarsgaard, Emma Thompson, Olivia Williams",https://www.imdb.com//title/tt1174732/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Cast in a Motion Picture,0,11
2,Nine,"Marion Cotillard, Penélope Cruz, Daniel Day-Lewis, Judi Dench, Fergie, Kate Hudson, Nicole Kidman, Sophia Loren",https://www.imdb.com//title/tt0875034/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Cast in a Motion Picture,0,11
3,Precious,"Mariah Carey, Lenny Kravitz, Mo'Nique, Paula Patton, Sherri Shepherd, Gabourey Sidibe",https://www.imdb.com//title/tt0929632/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Cast in a Motion Picture,0,11
4,The Hurt Locker,"Christian Camargo, Brian Geraghty, Evangeline Lilly, Anthony Mackie, Jeremy Renner",https://www.imdb.com//title/tt0887912/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Cast in a Motion Picture,0,11
0,Jeff Bridges,Crazy Heart,https://www.imdb.com//name/nm0000313/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Leading Role,1,11
1,Colin Firth,A Single Man,https://www.imdb.com//name/nm0000147/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Leading Role,0,11
2,George Clooney,Up in the Air,https://www.imdb.com//name/nm0000123/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Leading Role,0,11
3,Jeremy Renner,The Hurt Locker,https://www.imdb.com//name/nm0719637/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Leading Role,0,11
4,Morgan Freeman,Invictus,https://www.imdb.com//name/nm0000151/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Leading Role,0,11
0,Sandra Bullock,The Blind Side,https://www.imdb.com//name/nm0000113/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Leading Role,1,11
1,Carey Mulligan,An Education,https://www.imdb.com//name/nm1659547/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Leading Role,0,11
2,Gabourey Sidibe,Precious,https://www.imdb.com//name/nm2829737/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Leading Role,0,11
3,Helen Mirren,The Last Station,https://www.imdb.com//name/nm0000545/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Leading Role,0,11
4,Meryl Streep,Julie & Julia,https://www.imdb.com//name/nm0000658/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Leading Role,0,11
0,Christoph Waltz,Inglourious Basterds,https://www.imdb.com//name/nm0910607/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Supporting Role,1,11
1,Christopher Plummer,The Last Station,https://www.imdb.com//name/nm0001626/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Supporting Role,0,11
2,Matt Damon,Invictus,https://www.imdb.com//name/nm0000354/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Supporting Role,0,11
3,Stanley Tucci,The Lovely Bones,https://www.imdb.com//name/nm0001804/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Supporting Role,0,11
4,Woody Harrelson,The Messenger,https://www.imdb.com//name/nm0000437/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Supporting Role,0,11
0,Mo'Nique,Precious,https://www.imdb.com//name/nm0594898/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Supporting Role,1,11
1,Anna Kendrick,Up in the Air,https://www.imdb.com//name/nm0447695/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Supporting Role,0,11
2,Diane Kruger,Inglourious Basterds,https://www.imdb.com//name/nm1208167/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Supporting Role,0,11
3,Penélope Cruz,Nine,https://www.imdb.com//name/nm0004851/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Supporting Role,0,11
4,Vera Farmiga,Up in the Air,https://www.imdb.com//name/nm0267812/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Female Actor in a Supporting Role,0,11
0,Glee,"Dianna Agron, Chris Colfer, Patrick Gallagher, Jessalyn Gilsig, Jane Lynch, Jayma Mays, Kevin McHale, Lea Michele, Cory Monteith, Heather Morris, Matthew Morrison, Amber Riley, Naya Rivera, Mark Salling, Harry Shum Jr., Josh Sussman, Dijon Talton, Iqbal Theba, Jenna Ushkowitz",https://www.imdb.com//title/tt1327801/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Comedy Series,1,11
1,30 Rock,"Scott Adsit, Alec Baldwin, Katrina Bowden, Kevin Brown, Grizz Chapman, Tina Fey, Judah Friedlander, Jane Krakowski, John Lutz, Jack McBrayer, Tracy Morgan, Keith Powell",https://www.imdb.com//title/tt0496424/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Comedy Series,0,11
2,Curb Your Enthusiasm,"Larry David, Susie Essman, Jeff Garlin, Cheryl Hines",https://www.imdb.com//title/tt0264235/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Comedy Series,0,11
3,Modern Family,"Julie Bowen, Ty Burrell, Jesse Tyler Ferguson, Nolan Gould, Sarah Hyland, Ed O'Neill, Rico Rodriguez, Eric Stonestreet, Sofía Vergara, Ariel Winter",https://www.imdb.com//title/tt1442437/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Comedy Series,0,11
4,The Office,"Leslie David Baker, Brian Baumgartner, Creed Bratton, Steve Carell, Jenna Fischer, Kate Flannery, Ed Helms, Mindy Kaling, Ellie Kemper, Angela Kinsey, John Krasinski, Paul Lieberstein, B.J. Novak, Oscar Nuñez, Craig Robinson, Phyllis Smith, Rainn Wilson",https://www.imdb.com//title/tt0386676/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Comedy Series,0,11
0,Mad Men,"Alexa Alemanni, Bryan Batt, Jared Gilmore, Michael Gladis, Jon Hamm, Jared Harris, Christina Hendricks, January Jones, Vincent Kartheiser, Robert Morse, Elisabeth Moss, Kiernan Shipka, John Slattery, Rich Sommer, Christopher Stanley, Aaron Staton",https://www.imdb.com//title/tt0804503/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Drama Series,1,11
1,Dexter,"Preston Bailey, Julie Benz, Jennifer Carpenter, Brando Eaton, Courtney Ford, Michael C. Hall, Desmond Harrington, C.S. Lee, John Lithgow, Rick Peters, James Remar, Christina Robinson, Luna Lauren Velez, David Zayas",https://www.imdb.com//title/tt0773262/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Drama Series,0,11
2,The Closer,"G.W. Bailey, Michael Paul Chan, Raymond Cruz, Tony Denison, Robert Gossett, Phillip P. Keene, Corey Reynolds, Kyra Sedgwick, J.K. Simmons, Jon Tenney",https://www.imdb.com//title/tt0458253/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Drama Series,0,11
3,The Good Wife,"Christine Baranski, Josh Charles, Matt Czuchry, Julianna Margulies, Archie Panjabi, Graham Phillips, Makenzie Vega",https://www.imdb.com//title/tt1442462/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Drama Series,0,11
4,True Blood,"Chris Bauer, Mehcad Brooks, Anna Camp, Nelsan Ellis, Michelle Forbes, Mariana Klaveno, Ryan Kwanten, Todd Lowe, Michael McMillian, Stephen Moyer, Anna Paquin, Jim Parrack, Carrie Preston, William Sanderson, Alexander Skarsgård, Sam Trammell, Rutina Wesley, Deborah Ann Woll",https://www.imdb.com//title/tt0844441/?ref_=ev_nom,SAG,2010,Outstanding Performance by an Ensemble in a Drama Series,0,11
0,Alec Baldwin,30 Rock,https://www.imdb.com//name/nm0000285/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Comedy Series,1,11
1,Charlie Sheen,Two and a Half Men,https://www.imdb.com//name/nm0000221/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Comedy Series,0,11
2,Larry David,Curb Your Enthusiasm,https://www.imdb.com//name/nm0202970/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Comedy Series,0,11
3,Steve Carell,The Office,https://www.imdb.com//name/nm0136797/?ref_=ev_nom,SAG,2010,Outstanding Performance by a Male Actor in a Comedy Series,0,11
